step,action,reward,score_left,score_right
381,3,0.0,3,0
382,0,0.0,3,0
383,0,0.0,3,0
384,0,0.0,3,0
385,2,0.0,3,0
386,2,0.0,3,0
387,0,0.0,3,0
388,0,0.0,3,0
389,0,0.0,3,0
390,0,0.0,3,0
391,0,0.0,3,0
392,0,0.0,3,0
393,0,0.0,3,0
394,0,0.0,3,0
395,0,0.0,3,0
396,0,0.0,3,0
397,0,0.0,3,0
398,3,0.0,3,0
399,0,0.0,3,0
400,3,0.0,3,0
401,3,0.0,3,0
402,0,0.0,3,0
403,0,0.0,3,0
404,3,0.0,3,0
405,3,0.0,3,0
406,3,0.0,3,0
407,0,0.0,3,0
408,0,0.0,3,0
409,0,0.0,3,0
410,0,0.0,3,0
411,0,-1.0,4,0
412,2,0.0,4,0
413,2,0.0,4,0
414,2,0.0,4,0
415,2,0.0,4,0
416,0,0.0,4,0
417,0,0.0,4,0
418,0,0.0,4,0
419,0,0.0,4,0
420,0,0.0,4,0
421,2,0.0,4,0
422,2,0.0,4,0
423,0,0.0,4,0
424,0,0.0,4,0
425,0,0.0,4,0
426,3,0.0,4,0
427,3,0.0,4,0
428,3,0.0,4,0
429,3,0.0,4,0
430,0,0.0,4,0
431,0,0.0,4,0
432,2,0.0,4,0
433,0,0.0,4,0
434,0,0.0,4,0
435,0,0.0,4,0
436,0,0.0,4,0
437,3,0.0,4,0
438,0,0.0,4,0
439,0,0.0,4,0
440,0,0.0,4,0
441,0,0.0,4,0
442,3,0.0,4,0
443,0,0.0,4,0
444,0,0.0,4,0
445,2,0.0,4,0
446,0,-1.0,5,0
447,2,0.0,5,0
448,2,0.0,5,0
449,2,0.0,5,0
450,2,0.0,5,0
451,0,0.0,5,0
452,0,0.0,5,0
453,3,0.0,5,0
454,3,0.0,5,0
455,3,0.0,5,0
456,3,0.0,5,0
457,0,0.0,5,0
458,0,0.0,5,0
459,2,0.0,5,0
460,2,0.0,5,0
461,2,0.0,5,0
462,0,0.0,5,0
463,0,0.0,5,0
464,3,0.0,5,0
465,0,0.0,5,0
466,3,0.0,5,0
467,0,0.0,5,0
468,0,0.0,5,0
469,2,0.0,5,0
470,2,0.0,5,0
471,2,0.0,5,0
472,0,0.0,5,0
473,0,0.0,5,0
474,3,0.0,5,0
475,0,0.0,5,0
476,0,0.0,5,0
477,0,0.0,5,0
478,2,0.0,5,0
479,2,0.0,5,0
480,0,0.0,5,0
481,0,-1.0,6,0
482,0,0.0,6,0
483,3,0.0,6,0
484,3,0.0,6,0
485,3,0.0,6,0
486,3,0.0,6,0
487,0,0.0,6,0
488,2,0.0,6,0
489,0,0.0,6,0
490,2,0.0,6,0
491,0,0.0,6,0
492,0,0.0,6,0
493,2,0.0,6,0
494,2,0.0,6,0
495,2,0.0,6,0
496,2,0.0,6,0
497,2,0.0,6,0
498,2,0.0,6,0
499,0,0.0,6,0
500,0,0.0,6,0
501,3,0.0,6,0
502,3,0.0,6,0
503,0,0.0,6,0
504,0,0.0,6,0
505,0,0.0,6,0
506,0,0.0,6,0
507,0,0.0,6,0
508,0,0.0,6,0
509,0,0.0,6,0
510,0,0.0,6,0
511,0,0.0,6,0
512,0,0.0,6,0
513,0,0.0,6,0
514,0,0.0,6,0
515,0,0.0,6,0
516,0,0.0,6,0
517,3,0.0,6,0
518,3,0.0,6,0
519,3,0.0,6,0
520,0,0.0,6,0
521,0,0.0,6,0
522,0,0.0,6,0
523,0,0.0,6,0
524,0,0.0,6,0
525,0,0.0,6,0
526,0,0.0,6,0
527,2,0.0,6,0
528,2,0.0,6,0
529,0,0.0,6,0
530,0,0.0,6,0
531,0,0.0,6,0
532,0,0.0,6,0
533,0,0.0,6,0
534,0,0.0,6,0
535,0,0.0,6,0
536,0,0.0,6,0
537,0,0.0,6,0
538,0,0.0,6,0
539,0,0.0,6,0
540,0,0.0,6,0
541,0,0.0,6,0
542,0,0.0,6,0
543,0,0.0,6,0
544,0,0.0,6,0
545,0,0.0,6,0
546,0,0.0,6,0
547,0,0.0,6,0
548,0,0.0,6,0
549,0,0.0,6,0
550,0,0.0,6,0
551,0,0.0,6,0
552,0,0.0,6,0
553,0,0.0,6,0
554,2,0.0,6,0
555,0,0.0,6,0
556,0,0.0,6,0
557,0,0.0,6,0
558,0,0.0,6,0
559,0,0.0,6,0
560,0,0.0,6,0
561,0,0.0,6,0
562,2,0.0,6,0
563,0,0.0,6,0
564,0,0.0,6,0
565,0,0.0,6,0
566,3,0.0,6,0
567,3,0.0,6,0
568,3,0.0,6,0
569,0,0.0,6,0
570,0,0.0,6,0
571,3,0.0,6,0
572,0,0.0,6,0
573,0,0.0,6,0
574,0,0.0,6,0
575,0,0.0,6,0
576,0,0.0,6,0
577,0,0.0,6,0
578,0,0.0,6,0
579,2,0.0,6,0
580,2,0.0,6,0
581,0,0.0,6,0
582,0,0.0,6,0
583,0,0.0,6,0
584,0,0.0,6,0
585,0,0.0,6,0
586,0,0.0,6,0
587,0,0.0,6,0
588,0,0.0,6,0
589,0,0.0,6,0
590,0,0.0,6,0
591,0,0.0,6,0
592,0,0.0,6,0
593,0,0.0,6,0
594,0,0.0,6,0
595,0,0.0,6,0
596,0,0.0,6,0
597,0,0.0,6,0
598,0,0.0,6,0
599,0,0.0,6,0
600,0,0.0,6,0
601,0,0.0,6,0
602,0,0.0,6,0
603,0,0.0,6,0
604,0,0.0,6,0
605,0,0.0,6,0
606,0,0.0,6,0
607,0,0.0,6,0
608,0,0.0,6,0
609,0,0.0,6,0
610,0,0.0,6,0
611,0,0.0,6,0
612,3,0.0,6,0
613,3,0.0,6,0
614,0,0.0,6,0
615,0,0.0,6,0
616,0,0.0,6,0
617,0,0.0,6,0
618,0,0.0,6,0
619,0,0.0,6,0
620,0,0.0,6,0
621,0,0.0,6,0
622,0,0.0,6,0
623,0,0.0,6,0
624,0,0.0,6,0
625,0,0.0,6,0
626,0,0.0,6,0
627,0,0.0,6,0
628,0,0.0,6,0
629,3,0.0,6,0
630,0,0.0,6,0
631,0,0.0,6,0
632,0,0.0,6,0
633,0,0.0,6,0
634,0,0.0,6,0
635,0,0.0,6,0
636,0,0.0,6,0
637,0,0.0,6,0
638,0,0.0,6,0
639,0,0.0,6,0
640,0,0.0,6,0
641,0,0.0,6,0
642,0,0.0,6,0
643,0,0.0,6,0
644,0,0.0,6,0
645,0,0.0,6,0
646,0,0.0,6,0
647,0,0.0,6,0
648,0,0.0,6,0
649,0,0.0,6,0
650,0,0.0,6,0
651,0,0.0,6,0
652,0,0.0,6,0
653,0,0.0,6,0
654,0,0.0,6,0
655,0,0.0,6,0
656,0,0.0,6,0
657,0,0.0,6,0
658,0,0.0,6,0
659,0,0.0,6,0
660,0,0.0,6,0
661,0,0.0,6,0
662,0,0.0,6,0
663,0,0.0,6,0
664,0,0.0,6,0
665,0,0.0,6,0
666,2,0.0,6,0
667,2,0.0,6,0
668,2,0.0,6,0
669,2,0.0,6,0
670,0,0.0,6,0
671,0,0.0,6,0
672,0,0.0,6,0
673,0,0.0,6,0
674,0,0.0,6,0
675,0,0.0,6,0
676,0,0.0,6,0
677,0,0.0,6,0
678,0,0.0,6,0
679,3,0.0,6,0
680,3,0.0,6,0
681,0,0.0,6,0
682,0,0.0,6,0
683,3,0.0,6,0
684,0,0.0,6,0
685,3,0.0,6,0
686,3,0.0,6,0
687,0,0.0,6,0
688,0,0.0,6,0
689,0,0.0,6,0
690,0,0.0,6,0
691,0,0.0,6,0
692,0,0.0,6,0
693,0,0.0,6,0
694,0,0.0,6,0
695,0,0.0,6,0
696,0,-1.0,7,0
697,0,0.0,7,0
698,0,0.0,7,0
699,0,0.0,7,0
700,0,0.0,7,0
701,0,0.0,7,0
702,0,0.0,7,0
703,0,0.0,7,0
704,0,0.0,7,0
705,0,0.0,7,0
706,0,0.0,7,0
707,2,0.0,7,0
708,2,0.0,7,0
709,2,0.0,7,0
710,0,0.0,7,0
711,0,0.0,7,0
712,0,0.0,7,0
713,0,0.0,7,0
714,3,0.0,7,0
715,3,0.0,7,0
716,3,0.0,7,0
717,3,0.0,7,0
718,0,0.0,7,0
719,0,0.0,7,0
720,0,0.0,7,0
721,0,0.0,7,0
722,2,0.0,7,0
723,2,0.0,7,0
724,2,0.0,7,0
725,2,0.0,7,0
726,2,0.0,7,0
727,2,0.0,7,0
728,2,0.0,7,0
729,0,0.0,7,0
730,0,0.0,7,0
731,0,0.0,7,0
732,0,0.0,7,0
733,0,0.0,7,0
734,3,0.0,7,0
735,3,0.0,7,0
736,3,0.0,7,0
737,3,0.0,7,0
738,0,0.0,7,0
739,0,0.0,7,0
740,0,0.0,7,0
741,0,0.0,7,0
742,0,0.0,7,0
743,0,0.0,7,0
744,0,0.0,7,0
745,0,0.0,7,0
746,0,0.0,7,0
747,0,0.0,7,0
748,0,0.0,7,0
749,0,0.0,7,0
750,0,0.0,7,0
751,0,0.0,7,0
752,0,0.0,7,0
753,0,0.0,7,0
754,0,0.0,7,0
755,0,0.0,7,0
756,0,0.0,7,0
757,0,0.0,7,0
758,0,0.0,7,0
759,0,0.0,7,0
760,0,0.0,7,0
761,0,0.0,7,0
762,2,0.0,7,0
763,2,0.0,7,0
764,0,0.0,7,0
765,0,0.0,7,0
766,0,0.0,7,0
767,0,0.0,7,0
768,3,0.0,7,0
769,3,0.0,7,0
770,3,0.0,7,0
771,3,0.0,7,0
772,0,0.0,7,0
773,0,0.0,7,0
774,0,0.0,7,0
775,0,0.0,7,0
776,0,0.0,7,0
777,0,0.0,7,0
778,3,0.0,7,0
779,0,0.0,7,0
780,0,0.0,7,0
781,0,0.0,7,0
782,0,0.0,7,0
783,2,0.0,7,0
784,0,0.0,7,0
785,0,0.0,7,0
786,2,0.0,7,0
787,0,0.0,7,0
788,0,0.0,7,0
789,2,0.0,7,0
790,0,0.0,7,0
791,0,0.0,7,0
792,0,0.0,7,0
793,0,0.0,7,0
794,0,0.0,7,0
795,0,0.0,7,0
796,3,0.0,7,0
797,3,0.0,7,0
798,3,0.0,7,0
799,3,0.0,7,0
800,0,0.0,7,0
801,0,0.0,7,0
802,0,0.0,7,0
803,0,0.0,7,0
804,0,0.0,7,0
805,0,0.0,7,0
806,0,0.0,7,0
807,0,0.0,7,0
808,2,0.0,7,0
809,2,0.0,7,0
810,0,0.0,7,0
811,0,0.0,7,0
812,0,0.0,7,0
813,0,0.0,7,0
814,0,0.0,7,0
815,0,0.0,7,0
816,0,0.0,7,0
817,0,0.0,7,0
818,0,0.0,7,0
819,0,0.0,7,0
820,0,0.0,7,0
821,0,0.0,7,0
822,0,0.0,7,0
823,2,0.0,7,0
824,2,0.0,7,0
825,2,0.0,7,0
826,0,0.0,7,0
827,0,0.0,7,0
828,0,0.0,7,0
829,0,0.0,7,0
830,0,0.0,7,0
831,0,0.0,7,0
832,0,0.0,7,0
833,0,0.0,7,0
834,0,0.0,7,0
835,3,0.0,7,0
836,3,0.0,7,0
837,0,0.0,7,0
838,0,0.0,7,0
839,0,0.0,7,0
840,0,0.0,7,0
841,0,0.0,7,0
842,3,0.0,7,0
843,0,0.0,7,0
844,0,0.0,7,0
845,0,0.0,7,0
846,2,0.0,7,0
847,0,0.0,7,0
848,3,0.0,7,0
849,3,0.0,7,0
850,3,0.0,7,0
851,3,0.0,7,0
852,3,0.0,7,0
853,0,-1.0,8,0
854,0,0.0,8,0
855,0,0.0,8,0
856,2,0.0,8,0
857,2,0.0,8,0
858,2,0.0,8,0
859,2,0.0,8,0
860,2,0.0,8,0
861,2,0.0,8,0
862,0,0.0,8,0
863,0,0.0,8,0
864,0,0.0,8,0
865,0,0.0,8,0
866,0,0.0,8,0
867,0,0.0,8,0
868,3,0.0,8,0
869,0,0.0,8,0
870,0,0.0,8,0
871,0,0.0,8,0
872,0,0.0,8,0
873,0,0.0,8,0
874,0,0.0,8,0
875,0,0.0,8,0
876,0,0.0,8,0
877,0,0.0,8,0
878,0,0.0,8,0
879,0,0.0,8,0
880,0,0.0,8,0
881,2,0.0,8,0
882,2,0.0,8,0
883,0,0.0,8,0
884,0,0.0,8,0
885,0,0.0,8,0
886,0,0.0,8,0
887,3,0.0,8,0
888,3,-1.0,9,0
889,3,0.0,9,0
890,3,0.0,9,0
891,0,0.0,9,0
892,0,0.0,9,0
893,2,0.0,9,0
894,0,0.0,9,0
895,0,0.0,9,0
896,0,0.0,9,0
897,0,0.0,9,0
898,0,0.0,9,0
899,0,0.0,9,0
900,0,0.0,9,0
901,0,0.0,9,0
902,0,0.0,9,0
903,0,0.0,9,0
904,0,0.0,9,0
905,0,0.0,9,0
906,0,0.0,9,0
